id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,image,cry
786,tapu-lele,psychic,fairy,70,85,75,130,115,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/786.ogg
787,tapu-bulu,grass,fairy,70,130,115,85,95,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/787.ogg
788,tapu-fini,water,fairy,70,75,115,95,130,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/788.ogg
789,cosmog,psychic,,43,29,31,29,31,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/789.ogg
790,cosmoem,psychic,,43,29,131,29,131,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/790.ogg
791,solgaleo,psychic,steel,137,137,107,113,89,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/791.ogg
792,lunala,psychic,ghost,137,113,89,137,107,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/792.ogg
793,nihilego,rock,poison,109,53,47,127,131,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/793.ogg
794,buzzwole,bug,fighting,107,139,139,53,53,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/794.ogg
795,pheromosa,bug,fighting,71,137,37,137,37,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/795.ogg
796,xurkitree,electric,,83,89,71,173,71,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/796.ogg
797,celesteela,steel,flying,97,101,103,107,101,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/797.ogg
798,kartana,grass,steel,59,181,131,59,31,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/798.ogg
799,guzzlord,dark,dragon,223,101,53,97,53,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/799.ogg
800,necrozma,psychic,,97,107,101,127,89,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/800.ogg
801,magearna,steel,fairy,80,95,115,130,115,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/801.ogg
802,marshadow,fighting,ghost,90,125,80,90,90,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/802.ogg
803,poipole,poison,,67,73,67,73,67,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/803.ogg
804,naganadel,poison,dragon,73,73,73,127,73,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/804.ogg
805,stakataka,rock,steel,61,131,211,53,101,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/805.ogg
806,blacephalon,fire,ghost,53,127,53,151,79,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/806.ogg
807,zeraora,electric,,88,112,75,102,80,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/807.ogg
808,meltan,steel,,46,65,65,55,35,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/808.ogg
809,melmetal,steel,,135,143,143,80,65,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/809.ogg
810,grookey,grass,,50,65,50,40,40,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/810.ogg
811,thwackey,grass,,70,85,70,55,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/811.ogg
812,rillaboom,grass,,100,125,90,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/812.ogg
813,scorbunny,fire,,50,71,40,40,40,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/813.ogg
814,raboot,fire,,65,86,60,55,60,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/814.ogg
815,cinderace,fire,,80,116,75,65,75,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/815.ogg
816,sobble,water,,50,40,40,70,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/816.ogg
817,drizzile,water,,65,60,55,95,55,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/817.ogg
818,inteleon,water,,70,85,65,125,65,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/818.ogg
819,skwovet,normal,,70,55,55,35,35,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/819.ogg
820,greedent,normal,,120,95,95,55,75,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/820.ogg
821,rookidee,flying,,38,47,35,33,35,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/821.ogg
822,corvisquire,flying,,68,67,55,43,55,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/822.ogg
823,corviknight,flying,steel,98,87,105,53,85,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/823.ogg
824,blipbug,bug,,25,20,20,25,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/824.ogg
825,dottler,bug,psychic,50,35,80,50,90,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/825.ogg
826,orbeetle,bug,psychic,60,45,110,80,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/826.ogg
827,nickit,dark,,40,28,28,47,52,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/827.ogg
828,thievul,dark,,70,58,58,87,92,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/828.ogg
829,gossifleur,grass,,40,40,60,40,60,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/829.ogg
830,eldegoss,grass,,60,50,90,80,120,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/830.ogg
831,wooloo,normal,,42,40,55,40,45,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/831.ogg
832,dubwool,normal,,72,80,100,60,90,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/832.ogg
833,chewtle,water,,50,64,50,38,38,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/833.ogg
834,drednaw,water,rock,90,115,90,48,68,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/834.ogg
835,yamper,electric,,59,45,50,40,50,26,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/835.ogg
836,boltund,electric,,69,90,60,90,60,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/836.ogg
837,rolycoly,rock,,30,40,50,40,50,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/837.ogg
838,carkol,rock,fire,80,60,90,60,70,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/838.ogg
839,coalossal,rock,fire,110,80,120,80,90,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/839.ogg
840,applin,grass,dragon,40,40,80,40,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/840.ogg
841,flapple,grass,dragon,70,110,80,95,60,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/841.ogg
842,appletun,grass,dragon,110,85,80,100,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/842.ogg
843,silicobra,ground,,52,57,75,35,50,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/843.ogg
844,sandaconda,ground,,72,107,125,65,70,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/844.ogg
845,cramorant,flying,water,70,85,55,85,95,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/845.ogg
846,arrokuda,water,,41,63,40,40,30,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/846.ogg
847,barraskewda,water,,61,123,60,60,50,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/847.ogg
848,toxel,electric,poison,40,38,35,54,35,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/848.ogg
849,toxtricity-amped,electric,poison,75,98,70,114,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/849.ogg
850,sizzlipede,fire,bug,50,65,45,50,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/850.ogg
851,centiskorch,fire,bug,100,115,65,90,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/851.ogg
852,clobbopus,fighting,,50,68,60,50,50,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/852.ogg
853,grapploct,fighting,,80,118,90,70,80,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/853.ogg
854,sinistea,ghost,,40,45,45,74,54,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/854.ogg
855,polteageist,ghost,,60,65,65,134,114,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/855.ogg
856,hatenna,psychic,,42,30,45,56,53,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/856.ogg
857,hattrem,psychic,,57,40,65,86,73,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/857.ogg
858,hatterene,psychic,fairy,57,90,95,136,103,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/858.ogg
859,impidimp,dark,fairy,45,45,30,55,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/859.ogg
860,morgrem,dark,fairy,65,60,45,75,55,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/860.ogg
861,grimmsnarl,dark,fairy,95,120,65,95,75,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/861.ogg
862,obstagoon,dark,normal,93,90,101,60,81,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/862.ogg
863,perrserker,steel,,70,110,100,50,60,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/863.ogg
864,cursola,ghost,,60,95,50,145,130,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/864.ogg
865,sirfetchd,fighting,,62,135,95,68,82,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/865.ogg
866,mr-rime,ice,psychic,80,85,75,110,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/866.ogg
867,runerigus,ground,ghost,58,95,145,50,105,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/867.ogg
868,milcery,fairy,,45,40,40,50,61,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/868.ogg
869,alcremie,fairy,,65,60,75,110,121,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/869.ogg
870,falinks,fighting,,65,100,100,70,60,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/870.ogg
871,pincurchin,electric,,48,101,95,91,85,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/871.ogg
872,snom,ice,bug,30,25,35,45,30,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/872.ogg
873,frosmoth,ice,bug,70,65,60,125,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/873.ogg
874,stonjourner,rock,,100,125,135,20,20,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/874.ogg
875,eiscue-ice,ice,,75,80,110,65,90,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/875.ogg
876,indeedee-male,psychic,normal,60,65,55,105,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/876.ogg
877,morpeko-full-belly,electric,dark,58,95,58,70,58,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/877.ogg
878,cufant,steel,,72,80,49,40,49,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/878.ogg
879,copperajah,steel,,122,130,69,80,69,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/879.ogg
880,dracozolt,electric,dragon,90,100,90,80,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/880.ogg
881,arctozolt,electric,ice,90,100,90,90,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/881.ogg
882,dracovish,water,dragon,90,90,100,70,80,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/882.ogg
883,arctovish,water,ice,90,90,100,80,90,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/883.ogg
884,duraludon,steel,dragon,70,95,115,120,50,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/884.ogg
885,dreepy,dragon,ghost,28,60,30,40,30,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/885.ogg
886,drakloak,dragon,ghost,68,80,50,60,50,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/886.ogg
887,dragapult,dragon,ghost,88,120,75,100,75,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/887.ogg
888,zacian,fairy,,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/888.ogg
889,zamazenta,fighting,,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/889.ogg
890,eternatus,poison,dragon,140,85,95,145,95,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/890.ogg
891,kubfu,fighting,,60,90,60,53,50,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/891.ogg
892,urshifu-single-strike,fighting,dark,100,130,100,63,60,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/892.ogg
893,zarude,dark,grass,105,120,105,70,95,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/893.ogg
894,regieleki,electric,,80,100,50,100,50,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/894.ogg
895,regidrago,dragon,,200,100,50,100,50,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/895.ogg
896,glastrier,ice,,100,145,130,65,110,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/896.ogg
897,spectrier,ghost,,100,65,60,145,80,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/897.ogg
898,calyrex,psychic,grass,100,80,80,80,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/898.ogg
899,wyrdeer,normal,psychic,103,105,72,105,75,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/899.ogg
900,kleavor,bug,rock,70,135,95,45,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/900.ogg
901,ursaluna,ground,normal,130,140,105,45,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/901.ogg
902,basculegion-male,water,ghost,120,112,65,80,75,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/902.ogg
903,sneasler,fighting,poison,80,130,60,40,80,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/903.ogg
904,overqwil,dark,poison,85,115,95,65,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/904.ogg
905,enamorus-incarnate,fairy,flying,74,115,70,135,80,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/905.ogg
906,sprigatito,grass,,40,61,54,45,45,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/906.ogg
907,floragato,grass,,61,80,63,60,63,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/907.ogg
908,meowscarada,grass,dark,76,110,70,81,70,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/908.ogg
909,fuecoco,fire,,67,45,59,63,40,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/909.ogg
910,crocalor,fire,,81,55,78,90,58,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/910.ogg
911,skeledirge,fire,ghost,104,75,100,110,75,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/911.ogg
912,quaxly,water,,55,65,45,50,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/912.ogg
913,quaxwell,water,,70,85,65,65,60,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/913.ogg
914,quaquaval,water,fighting,85,120,80,85,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/914.ogg
